ID,Name,Description,Organization,Organization_Type,Address,City,Postcode,Region,Phone,Email,Categories,Keywords,Min_Age,Max_Age,Youth_Specific,Indigenous_Specific,Data_Source,Status
873dacba-6b44-4f75-b9b2-61067d622fe6,"Cairns","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"1/67 Abbott Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4031 6555,info@cairns.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
0c9a6c8c-5169-42da-aeb0-f7fbf03a8f61,"Townsville","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"1/18 Blackwood Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4724 3888,info@townsville.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
3d49176d-7f06-4d7a-9d31-2a76aede520a,"Mackay","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"34 Brisbane Street, Mackay QLD 4740",Brisbane,4740,mackay,(07) 4951 6155,info@mackay.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
e8cf6319-b341-49f4-9261-1189823daaad,"Rockhampton","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"142 William Street, Rockhampton QLD 4700",Rockhampton,4700,rockhampton,(07) 4927 7888,info@rockhampton.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
251c9387-60c3-4e24-b9f6-008c5c3692d9,"Bundaberg","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"1/73 Bourbong Street, Bundaberg QLD 4670",Bundaberg,4670,bundaberg,(07) 4153 1966,info@bundaberg.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
7993c4e1-431d-4cb7-9b59-c94f0d31670f,"Fraser Coast","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"1/56 Boat Harbour Drive, Hervey Bay QLD 4655",Hervey Bay,4655,fraser_coast,(07) 4124 7555,info@frasercoast.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
125415ca-c57e-4cdf-b683-58be82c0516d,"Gladstone","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"2/142 Goondoon Street, Gladstone QLD 4680",Gladstone,4680,gladstone,(07) 4972 6789,info@gladstone.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
da9a7b8e-cdab-4011-a482-ae8bb2a48442,"Mount Isa","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"8 Simpson Street, Mount Isa QLD 4825",Mount Isa,4825,mount_isa,(07) 4749 1934,info@mountisa.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
16bbe9b7-e19b-4623-a0eb-b27b8d6bc2e8,"Brisbane Youth Mental Health Unit","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Royal Brisbane Hospital, Butterfield Street, Herston QLD 4029",Brisbane,4029,brisbane,(07) 3646 8111,info@brisbaneyouthmentalhealthunit.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
fc232ee3-6593-4d11-a853-cb9feeea3081,"Gold Coast Youth Mental Health","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Gold Coast University Hospital, 1 Hospital Boulevard, Southport QLD 4215",Gold Coast,4215,gold_coast,(07) 5687 9000,info@goldcoastyouthmentalhealth.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
05ee89ec-4f97-4110-a6f4-858ff80afcff,"Sunshine Coast Youth Mental Health","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Sunshine Coast University Hospital, 6 Doherty Street, Birtinya QLD 4575",Sunshine Coast,4575,sunshine_coast,(07) 5202 0000,info@sunshinecoastyouthmentalhealth.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
0443a868-bc06-44ac-aadf-344320590438,"Townsville Youth Mental Health","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Townsville University Hospital, 100 Angus Smith Drive, Douglas QLD 4814",Townsville,4814,townsville,(07) 4433 1111,info@townsvilleyouthmentalhealth.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
98bcfc33-27fc-4864-b76a-88db16d697e7,"Cairns Youth Mental Health","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Cairns Hospital, 165 The Esplanade, Cairns QLD 4870",Cairns,4870,cairns,(07) 4226 0000,info@cairnsyouthmentalhealth.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
99eec95a-4b84-40c1-80f5-f371d4195a2e,"PCYC Brisbane City","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"100 Turbot Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3236 2444,brisbanecity@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
eb08ff3a-38e4-4e67-9244-a4a1f6362ccf,"PCYC Acacia Ridge","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1722 Beaudesert Road, Acacia Ridge QLD 4110",Queensland,4110,brisbane,(07) 3277 8488,acaciaridge@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
0087b18f-741f-4986-832f-988779dc3cfb,"PCYC Algester","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"150 Algester Road, Algester QLD 4115",Queensland,4115,brisbane,(07) 3274 7900,algester@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
722739eb-629d-4d32-b70b-af96e9e36c23,"PCYC Annerley","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"52 Ipswich Road, Annerley QLD 4103",Ipswich,4103,brisbane,(07) 3391 6420,annerley@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
e80fb6a0-78fd-4bd0-b36e-8ec65bc7b97a,"PCYC Aspley","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"59 Albany Creek Road, Aspley QLD 4034",Queensland,4034,brisbane,(07) 3263 6308,aspley@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
f0a14272-d194-43cc-bf35-0c34f828d584,"PCYC Beenleigh","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"114 City Road, Beenleigh QLD 4207",Queensland,4207,logan,(07) 3287 1411,beenleigh@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
568ec3eb-f16e-4692-b2c9-340a5621549f,"PCYC Bracken Ridge","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"61 Bracken Street, Bracken Ridge QLD 4017",Queensland,4017,brisbane,(07) 3261 4042,brackenridge@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
87eff2fa-3a1f-4f52-91eb-17fad245b153,"PCYC Browns Plains","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1 Thomas Street, Browns Plains QLD 4118",Queensland,4118,logan,(07) 3800 2100,brownsplains@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
082240c0-8532-4f0f-acb7-3cc79fc39ce9,"PCYC Capalaba","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"18 Moreton Bay Road, Capalaba QLD 4157",Moreton Bay,4157,redlands,(07) 3245 1881,capalaba@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
49164f34-8e75-4687-b1d8-0893d7f5cd97,"PCYC Carindale","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1931 Creek Road, Carindale QLD 4152",Queensland,4152,brisbane,(07) 3398 5533,carindale@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
6525c93b-7065-496b-bb2c-5a47aa9293a9,"PCYC Chermside","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"375 Hamilton Road, Chermside QLD 4032",Queensland,4032,brisbane,(07) 3350 9855,chermside@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
64dd1e07-f2b6-42fa-ae27-5502aaf36256,"PCYC Cleveland","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"237 Bloomfield Street, Cleveland QLD 4163",Queensland,4163,redlands,(07) 3286 1986,cleveland@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
153b27ef-706e-494b-94ee-f563f0072e0f,"PCYC Darra","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"2 Dryden Street, Darra QLD 4076",Queensland,4076,brisbane,(07) 3375 1714,darra@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
6185048a-6a74-4d86-9931-e7482b4627e1,"PCYC Everton Park","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"601 South Pine Road, Everton Park QLD 4053",Queensland,4053,brisbane,(07) 3353 1367,evertonpark@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
0ee4c14b-7839-4a0d-b0a8-3e12adcdcfdd,"PCYC Forest Lake","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1 Woogaroo Street, Forest Lake QLD 4078",Queensland,4078,brisbane,(07) 3372 5977,forestlake@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
cb1c6aa7-3851-4e74-b848-c46bc55aab09,"PCYC Holland Park","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1074 Logan Road, Holland Park QLD 4121",Logan,4121,brisbane,(07) 3397 9944,hollandpark@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
bbb5685b-c79d-4a78-a079-9985db410ac1,"PCYC Inala","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"56 Corsair Avenue, Inala QLD 4077",Queensland,4077,brisbane,(07) 3372 1318,inala@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
b07d5d1a-90cb-4b5e-a187-76f60105d781,"PCYC Ipswich","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"8 Warwick Road, Ipswich QLD 4305",Ipswich,4305,ipswich,(07) 3281 4611,ipswich@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
d6e1a1c0-cb8a-4367-b37b-e1a4d73d4d36,"PCYC Jindalee","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"11 Yallambee Road, Jindalee QLD 4074",Queensland,4074,brisbane,(07) 3376 6477,jindalee@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
d62739fe-1017-4df9-a28e-6872f2e38f9b,"PCYC Kallangur","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1517 Anzac Avenue, Kallangur QLD 4503",Queensland,4503,moreton_bay,(07) 3204 5355,kallangur@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
015dc800-5994-4971-bffd-2b582c775a97,"PCYC Kingston","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"145 Klumpp Road, Kingston QLD 4114",Queensland,4114,logan,(07) 3290 5555,kingston@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
1d819c74-c982-46b2-ac0d-10ea73199279,"PCYC Logan Central","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"150 Wembley Road, Logan Central QLD 4114",Logan,4114,logan,(07) 3299 7733,logancentral@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
ca0ad1b9-7290-44c4-b813-ed4c8be945b8,"PCYC Mount Gravatt","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1409 Logan Road, Mount Gravatt QLD 4122",Logan,4122,brisbane,(07) 3349 7236,mountgravatt@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
c837f1ba-cb9a-4c94-9ad0-22cac702492b,"PCYC Narangba","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"2 Torrens Road, Narangba QLD 4504",Queensland,4504,moreton_bay,(07) 3888 1811,narangba@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
032472b0-3542-4fad-bf41-34be5460b417,"PCYC Northgate","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"681 Nudgee Road, Northgate QLD 4013",Queensland,4013,brisbane,(07) 3267 8566,northgate@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
67ed2e9b-475e-450c-9387-d7e3d4c9eb96,"PCYC Pine Rivers","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"24 Gympie Road, Strathpine QLD 4500",Queensland,4500,moreton_bay,(07) 3205 1933,pinerivers@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
43e46ea1-f070-43e8-a488-514922874d6f,"PCYC Redbank Plains","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"356 Redbank Plains Road, Redbank Plains QLD 4301",Queensland,4301,ipswich,(07) 3818 1500,redbankplains@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
53a4f625-a0d6-406e-ac41-1b501bb84368,"PCYC Redcliffe","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"165 Sutton Street, Redcliffe QLD 4020",Queensland,4020,moreton_bay,(07) 3897 0611,redcliffe@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
7da2e8ed-6275-4960-8d78-6934d62a5fdb,"PCYC Redlands","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"43-61 Bloomfield Street, Cleveland QLD 4163",Queensland,4163,redlands,(07) 3286 2844,redlands@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
c566aa59-9b35-4580-9a48-b302b21b7393,"PCYC Sandgate","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"147 Seymour Street, Sandgate QLD 4017",Queensland,4017,brisbane,(07) 3269 3057,sandgate@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
e1b22b27-b8c7-46d1-8d27-5488614c843f,"PCYC Springwood","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"26 Cinderella Drive, Springwood QLD 4127",Queensland,4127,logan,(07) 3808 1844,springwood@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
a98f2280-6281-41ae-8d1e-96e0cf637ae1,"PCYC The Gap","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1020 Waterworks Road, The Gap QLD 4061",Queensland,4061,brisbane,(07) 3300 4966,thegap@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
f79dc3bf-23d4-4353-aeaa-2c6386ebc158,"PCYC Wynnum","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"105 Burnett Street, Wynnum QLD 4178",Queensland,4178,brisbane,(07) 3396 5455,wynnum@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
b2931d62-da72-441d-921a-6dd7b275c6b1,"PCYC Zillmere","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"81 Zillmere Road, Zillmere QLD 4034",Queensland,4034,brisbane,(07) 3263 4577,zillmere@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
7903cd4f-e056-4993-a5cf-063cb9398c02,"PCYC Burleigh Heads","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1806 Gold Coast Highway, Burleigh Heads QLD 4220",Gold Coast,4220,gold_coast,(07) 5535 3311,burleighheads@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
8e7d07cb-407f-4693-9484-4a9b68ca992a,"PCYC Coomera","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"103-109 Foxwell Road, Coomera QLD 4209",Queensland,4209,gold_coast,(07) 5665 5777,coomera@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
26caa1dd-e714-4e11-999b-aed9c1a73ecd,"PCYC Gold Coast","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"36 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5532 2823,goldcoast@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
b8da2c2e-51d2-475b-81fb-af067fd2dbea,"PCYC Nerang","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"57 Price Street, Nerang QLD 4211",Queensland,4211,gold_coast,(07) 5596 7311,nerang@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
fa5775f9-043a-47ca-a496-1f429842a90d,"PCYC Robina","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"184 Scottsdale Drive, Robina QLD 4226",Queensland,4226,gold_coast,(07) 5562 1044,robina@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
55cad413-74f5-4869-b340-d55d8418c8ee,"PCYC Surfers Paradise","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"3184 Surfers Paradise Boulevard, Surfers Paradise QLD 4217",Queensland,4217,gold_coast,(07) 5592 2877,surfersparadise@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
dc126296-9dce-46a1-8448-4da670b0a40e,"PCYC Caloundra","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"18 Cannan Street, Caloundra QLD 4551",Queensland,4551,sunshine_coast,(07) 5491 1711,caloundra@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
c40d7047-992f-4fbc-b3b6-1e6c71ebd729,"PCYC Kawana","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"7 Sportsmans Parade, Bokarina QLD 4575",Queensland,4575,sunshine_coast,(07) 5493 8100,kawana@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
6438bafb-4b86-4d6c-a1c8-de116f6a0158,"PCYC Maroochydore","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"105 Sugar Road, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,(07) 5443 6866,maroochydore@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
a8274b80-f572-4b9c-982b-61e30677a2bc,"PCYC Nambour","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"88 Currie Street, Nambour QLD 4560",Queensland,4560,sunshine_coast,(07) 5441 1851,nambour@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
8bf1b45b-0809-4652-b46c-19edb68a3304,"PCYC Noosa","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"9 Hilton Terrace, Tewantin QLD 4565",Queensland,4565,sunshine_coast,(07) 5447 1077,noosa@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
1d8ab55e-b7ff-4bee-ad80-9255e53a80ec,"PCYC Bundaberg","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1 Kendalls Road, Bundaberg QLD 4670",Bundaberg,4670,bundaberg,(07) 4153 1811,bundaberg@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
be99eed4-6589-4c20-b228-c82cb4627c88,"PCYC Cairns","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1-5 Sheridan Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4031 1488,cairns@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
be94f13b-f732-4697-afb9-0c5f1415c022,"PCYC Charleville","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"89 Alfred Street, Charleville QLD 4470",Queensland,4470,charleville,(07) 4654 3544,charleville@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
