ID,Name,Description,Organization,Organization_Type,Address,Suburb,City,State,Postcode,Phone,Email,Website,Categories,Youth_Specific,Indigenous_Specific,Data_Source,Status,Latitude,Longitude
8720f3da-88e8-4e71-b9f3-9564e91767c8,"Parramatta Employment Training Hub","Comprehensive dental support for young people throughout Parramatta and surrounding areas.","Parramatta Family Services",non_profit,"835 Collins St",Parramatta,Parramatta,NSW,2150,(02) 9995 3615,info@parramattafamilyserv.org.au,https://www.parramattafamilyserv.org.au,"dental, crisis_accommodation, emergency_relief",true,false,Melbourne Council,active,-33.80929938184766,151.0027946989347
f03a3f57-7620-4561-99c3-4036fb571735,"Parramatta Homeless Youth Outreach","Providing counselling services to young people in Parramatta and surrounding areas.","Parramatta Mission Australia",non_profit,"227 King St",Parramatta,Parramatta,NSW,2150,(02) 1348 4460,info@parramattamissionaus.gov.au,https://www.parramattamissionaus.gov.au,"counselling",true,false,Data.gov.au,active,-33.81975037333464,151.0030861331647
e1dc9d83-71e1-4d81-a86c-1f69b8ae0252,"Parramatta Community Legal Centre","Professional training assistance available to young people in the Parramatta and surrounding areas region.","Parramatta Salvation Army",non_profit,"851 Main St",Parramatta,Parramatta,NSW,2150,(02) 9677 0720,contact@parramattasalvationa.org.au,https://www.parramattasalvationa.com.au,"training, sports_recreation, apprenticeships",true,false,Brisbane Council,active,-33.81786903148641,151.0080308648579
d56e37ba-9a0c-475b-a372-97a56467c19f,"Parramatta Employment Training Hub 27","Providing work experience services to young people in Parramatta and surrounding areas.","Parramatta Council",community,"397 Queen St",Parramatta,Parramatta,NSW,2150,(02) 1171 9082,contact@parramattacouncil.org.au,https://www.parramattacouncil.org.au,"work_experience, family_law, mentoring",true,false,Data.ACT,active,-33.81769650688799,151.00583894841947
e3a304a1-45d4-4778-b222-bf29d07f5072,"Orange Youth Health Clinic","Community-based cultural support program serving young people across Orange and surrounding areas.","Orange Mission Australia",faith_based,"614 George St",Orange,Orange,NSW,2800,(02) 3504 3742,services@orangemissionaustral.com.au,https://www.orangemissionaustral.org.au,"cultural_support",true,false,Ask Izzy,active,-33.28486569366276,149.09166693008817
36d2139a-4911-47e0-982d-fdafb5fdb5e0,"Orange Youth Development Program","Dedicated youth development services designed for young people living in Orange and surrounding areas.","Orange Youth Services",commercial,"230 George St",Orange,Orange,NSW,2800,(02) 8397 9903,help@orangeyouthservices.org.au,https://www.orangeyouthservices.com.au,"youth_development, psychology, domestic_violence",true,false,Australian Charities Register,active,-33.29132174998396,149.0961236979961
4f2003ad-e5dd-4388-90c0-a0537d03ac1e,"Orange Youth Mentoring Program","Professional sexual health assistance available to young people in the Orange and surrounding areas region.","Orange Community Centre",hospital,"598 Queen St",Orange,Orange,NSW,2800,(02) 3818 4618,contact@orangecommunitycentr.org.au,https://www.orangecommunitycentr.org.au,"sexual_health, indigenous_services, multicultural",true,true,Data.gov.au,active,-33.277207583914844,149.0938802508783
4893859e-6efe-461b-a06c-1b973ff0e466,"Orange Aboriginal Health Service","Professional cultural support assistance available to community members in the Orange and surrounding areas region.","Beyond Blue Orange",non_profit,"505 Queen St",Orange,Orange,NSW,2800,(02) 5646 7390,contact@beyondblueorange.com.au,https://www.beyondblueorange.gov.au,"cultural_support",false,true,Brisbane Council,active,-33.27623686976275,149.10095331223206
21f5ea3a-e1f2-44bc-aff0-aa9c2e8f5564,"Dubbo Youth Housing Support","Dedicated transitional housing services designed for young people living in Dubbo and surrounding areas.","Dubbo Youth Services",school,"205 Church St",Dubbo,Dubbo,NSW,2830,(02) 8898 1601,services@dubboyouthservices.com.au,https://www.dubboyouthservices.gov.au,"transitional_housing",true,false,Data.WA,active,-32.25251681183367,148.59429557804674
2eacf7aa-95d4-4789-8f5b-189b4da9d001,"Dubbo Crisis Support Service","Comprehensive transport support for community members throughout Dubbo and surrounding areas.","Dubbo Health Service",commercial,"36 King St",Dubbo,Dubbo,NSW,2830,(02) 5850 5574,help@dubbohealthservice.org.au,https://www.dubbohealthservice.com.au,"transport, homelessness, parenting",false,false,Melbourne Council,active,-32.235853562200184,148.60394040745132
8462cb66-752c-4b98-b94e-8ac96a9354d2,"Dubbo Youth Counselling Service","Providing housing services to young people in Dubbo and surrounding areas.","Dubbo YMCA",indigenous,"404 George St",Dubbo,Dubbo,NSW,2830,(02) 4911 4051,info@dubboymca.org.au,https://www.dubboymca.gov.au,"housing, family_law, crisis_accommodation",true,false,Data.SA,active,-32.23310675374665,148.59319634230843
88ec714d-73b2-47d0-9028-df0a04908e73,"Dubbo Youth Mentoring Program","Comprehensive drug alcohol support for young people throughout Dubbo and surrounding areas.","Beyond Blue Dubbo",commercial,"191 Bourke St",Dubbo,Dubbo,NSW,2830,(02) 6847 2794,help@beyondbluedubbo.com.au,https://www.beyondbluedubbo.org.au,"drug_alcohol, literacy, homelessness",true,false,Perth Council,active,-32.24658351354081,148.6079282755127
d50660bc-a578-4bf7-b63f-93de42cc6d99,"Geelong Aboriginal Health Service","Dedicated family mediation services designed for community members living in Geelong and surrounding areas.","Geelong Legal Aid",school,"24 Church St",Geelong,Geelong,VIC,3220,(03) 5850 5271,contact@geelonglegalaid.gov.au,https://www.geelonglegalaid.org.au,"family_mediation",false,true,Service Seeker,active,-38.144548211933454,144.35616777822108
5498f544-b9c5-4163-af54-d18377b36c87,"Geelong Drug & Alcohol Support","Comprehensive work experience support for young people throughout Geelong and surrounding areas.","Geelong Youth Services",commercial,"245 High St",Geelong,Geelong,VIC,3220,(03) 7630 1619,info@geelongyouthservices.com.au,https://www.geelongyouthservices.com.au,"work_experience",true,false,Data.ACT,active,-38.158410391219526,144.35603723702934
bca7d5e4-8dde-462d-bb5f-91a6888b18b6,"Geelong Emergency Relief Centre","Professional drug alcohol assistance available to young people in the Geelong and surrounding areas region.","Geelong Council",school,"496 George St",Geelong,Geelong,VIC,3220,(03) 9127 1080,contact@geelongcouncil.org.au,https://www.geelongcouncil.gov.au,"drug_alcohol, crisis_accommodation",true,false,Data.SA,active,-38.1588103714146,144.36540147174225
27aa1a3f-a48e-4a8b-a84d-f94a20877155,"Geelong Youth Counselling Service","Comprehensive job placement support for young people throughout Geelong and surrounding areas.","Geelong Aboriginal Corporation",community,"193 George St",Geelong,Geelong,VIC,3220,(03) 1697 8780,help@geelongaboriginalcor.com.au,https://www.geelongaboriginalcor.org.au,"job_placement, crisis_accommodation",true,false,Ask Izzy,active,-38.14214345242887,144.36560736066278
b517a8a6-6b47-4eae-8b2f-fa151c7c010a,"Geelong Youth Arts Program","Providing drug alcohol services to young people in Geelong and surrounding areas.","Geelong Family Services",community,"897 Queen St",Geelong,Geelong,VIC,3220,(03) 4819 8615,support@geelongfamilyservice.org.au,https://www.geelongfamilyservice.org.au,"drug_alcohol, apprenticeships",true,false,Adelaide Council,active,-38.15285593175348,144.3657543869368
e5eebdf8-908b-43ef-9355-72a20205fb71,"Geelong Youth Mentoring Program","Professional leadership assistance available to young people in the Geelong and surrounding areas region.","Beyond Blue Geelong",school,"101 Collins St",Geelong,Geelong,VIC,3220,(03) 1664 4678,help@beyondbluegeelong.com.au,https://www.beyondbluegeelong.org.au,"leadership, cultural_support",true,false,Brisbane Council,active,-38.15659119950956,144.36973741478783
fcfd20c2-4051-4743-9f4c-2dffb10f7a90,"Geelong Youth Justice Support","Comprehensive training support for young people throughout Geelong and surrounding areas.","Lifeline Geelong",hospital,"731 George St",Geelong,Geelong,VIC,3220,(03) 7808 9586,info@lifelinegeelong.com.au,https://www.lifelinegeelong.gov.au,"training",true,false,List Tasmania,active,-38.15930057221512,144.35283156768728
d5c9e4df-6e25-4948-af59-2188392af7b9,"Geelong Youth Counselling Service 26","Community-based legal aid program serving young people across Geelong and surrounding areas.","Geelong YMCA",hospital,"795 High St",Geelong,Geelong,VIC,3220,(03) 7900 4424,contact@geelongymca.org.au,https://www.geelongymca.org.au,"legal_aid",true,false,Data.VIC,active,-38.14012763696734,144.36603687892796
643e3c19-f8f4-43ff-bc20-24a14932f8df,"Ballarat Youth Counselling Service","Community-based counselling program serving young people across Ballarat and surrounding areas.","Lifeline Ballarat",indigenous,"525 Main St",Ballarat,Ballarat,VIC,3350,(03) 9444 0434,services@lifelineballarat.com.au,https://www.lifelineballarat.com.au,"counselling, emergency_relief, criminal_law",true,false,Ask Izzy,active,-37.56081521835102,143.84475012051414
958f5e86-1a33-4360-acac-5862e40ca92a,"Ballarat Family Violence Service","Comprehensive counselling support for community members throughout Ballarat and surrounding areas.","Ballarat YMCA",non_profit,"645 Main St",Ballarat,Ballarat,VIC,3350,(03) 6166 7395,info@ballaratymca.gov.au,https://www.ballaratymca.gov.au,"counselling, community_development",false,true,Data.VIC,active,-37.557396963080116,143.84945418713863
e5e8991f-8537-4b61-a0bd-8851687b06cd,"Ballarat Youth Health Clinic","Providing community development services to young people in Ballarat and surrounding areas.","Ballarat Community Centre",non_profit,"869 King St",Ballarat,Ballarat,VIC,3350,(03) 3643 8955,help@ballaratcommunitycen.com.au,https://www.ballaratcommunitycen.com.au,"community_development, mentoring, court_support",true,false,Adelaide Council,active,-37.556639082592774,143.85908984209522
526e1380-1a20-45bc-b5d1-25604ebb54e9,"Ballarat Community Legal Centre","Professional job placement assistance available to young people in the Ballarat and surrounding areas region.","Ballarat Family Services",government,"102 Queen St",Ballarat,Ballarat,VIC,3350,(03) 5533 7997,info@ballaratfamilyservic.com.au,https://www.ballaratfamilyservic.org.au,"job_placement",true,false,Brisbane Council,active,-37.557808718706035,143.85845087794758
a145b2a6-9515-425e-8f4f-9809b14ba85b,"Ballarat Crisis Support Service","Comprehensive job placement support for young people throughout Ballarat and surrounding areas.","Ballarat Salvation Army",non_profit,"205 High St",Ballarat,Ballarat,VIC,3350,(03) 2169 0188,support@ballaratsalvationarm.gov.au,https://www.ballaratsalvationarm.gov.au,"job_placement",true,false,NT Open Data,active,-37.558074562243455,143.852545057573
8f4c75cc-850e-45b5-8ac1-deca75abf4a8,"Ballarat Youth Mentoring Program","Community-based domestic violence program serving young people across Ballarat and surrounding areas.","Ballarat Salvation Army",hospital,"161 High St",Ballarat,Ballarat,VIC,3350,(03) 7571 5743,help@ballaratsalvationarm.org.au,https://www.ballaratsalvationarm.com.au,"domestic_violence",true,false,Data.ACT,active,-37.55628195747125,143.85544925465584
05957564-a5eb-4b22-b606-3b59d71bab09,"Ballarat Family Violence Service 90","Providing work experience services to community members in Ballarat and surrounding areas.","Ballarat YMCA",university,"46 King St",Ballarat,Ballarat,VIC,3350,(03) 7246 1614,support@ballaratymca.com.au,https://www.ballaratymca.gov.au,"work_experience, training",false,true,NT Open Data,active,-37.55634443507717,143.84459187737983
195602a3-d00a-4f1e-b6fc-82fa7ef2c35e,"Ballarat Employment Training Hub","Professional parenting assistance available to young people in the Ballarat and surrounding areas region.","Ballarat Salvation Army",school,"763 King St",Ballarat,Ballarat,VIC,3350,(03) 2836 9870,help@ballaratsalvationarm.gov.au,https://www.ballaratsalvationarm.gov.au,"parenting, career_guidance, psychology",true,false,Brisbane Council,active,-37.55773284723442,143.8446817259016
639c72fb-0461-4bfd-b114-9134405c23ee,"Bendigo Employment Training Hub","Comprehensive parenting support for community members throughout Bendigo and surrounding areas.","Lifeline Bendigo",government,"73 Collins St",Bendigo,Bendigo,VIC,3550,(03) 1263 2255,contact@lifelinebendigo.com.au,https://www.lifelinebendigo.org.au,"parenting, suicide_prevention",false,false,Data.ACT,active,-36.75666280465571,144.2813925200749
f88c9767-5d7c-4ad2-a327-1db670ae8f59,"Bendigo Employment Training Hub 28","Providing emergency relief services to young people in Bendigo and surrounding areas.","Lifeline Bendigo",charity,"862 Collins St",Bendigo,Bendigo,VIC,3550,(03) 7965 0476,info@lifelinebendigo.com.au,https://www.lifelinebendigo.org.au,"emergency_relief, youth_development, homelessness",true,true,Data.WA,active,-36.766089935283254,144.2788914907642
434d3ff1-bcf5-4f00-9025-18825fb858f7,"Bendigo Youth Legal Service","Dedicated dental services designed for young people living in Bendigo and surrounding areas.","Bendigo Mission Australia",community,"129 Collins St",Bendigo,Bendigo,VIC,3550,(03) 5311 0924,help@bendigomissionaustra.com.au,https://www.bendigomissionaustra.com.au,"dental, transport",true,true,Data.WA,active,-36.749726381558936,144.2857016913954
22ef8d67-a58d-44dd-8893-1edecb59e3a5,"Bendigo Youth Justice Support","Community-based work experience program serving young people across Bendigo and surrounding areas.","Bendigo Youth Services",government,"113 Main St",Bendigo,Bendigo,VIC,3550,(03) 8765 2686,services@bendigoyouthservices.com.au,https://www.bendigoyouthservices.org.au,"work_experience, psychology",true,false,Perth Council,active,-36.74777793339733,144.2835645100079
394b5781-1fc6-4194-a9fb-76c8f61d8bb1,"Bendigo Aboriginal Health Service","Dedicated apprenticeships services designed for community members living in Bendigo and surrounding areas.","Bendigo Family Services",university,"542 Main St",Bendigo,Bendigo,VIC,3550,(03) 6314 3531,services@bendigofamilyservice.org.au,https://www.bendigofamilyservice.gov.au,"apprenticeships, suicide_prevention",false,true,Data.SA,active,-36.747882635515744,144.27206234391556
7c65f02f-daf4-468b-a286-57aedd7a4d50,"Bendigo Youth Justice Support 26","Dedicated housing services designed for young people living in Bendigo and surrounding areas.","Headspace Bendigo",indigenous,"500 Collins St",Bendigo,Bendigo,VIC,3550,(03) 2431 4262,services@headspacebendigo.gov.au,https://www.headspacebendigo.com.au,"housing, sexual_health, education_support",true,false,Find & Connect,active,-36.7621198382228,144.2727911663301
4c468711-aee4-43d7-9662-09657d5981b3,"Bendigo Indigenous Youth Centre","Comprehensive refugee services support for young people throughout Bendigo and surrounding areas.","Bendigo YMCA",university,"950 King St",Bendigo,Bendigo,VIC,3550,(03) 3780 1539,services@bendigoymca.org.au,https://www.bendigoymca.com.au,"refugee_services",true,true,Australian Charities Register,active,-36.76276978405093,144.27460149686488
65b00f74-4e9c-43ec-a5a2-94d065b0538b,"Bendigo Youth Arts Program","Dedicated transitional housing services designed for young people living in Bendigo and surrounding areas.","Bendigo Youth Services",charity,"451 Queen St",Bendigo,Bendigo,VIC,3550,(03) 7449 1159,services@bendigoyouthservices.gov.au,https://www.bendigoyouthservices.org.au,"transitional_housing",true,false,Brisbane Council,active,-36.76330551051367,144.28079971721368
4f361af1-0a3e-4f76-89ea-dd7aa73df4f7,"Shepparton Community Legal Centre","Professional indigenous services assistance available to young people in the Shepparton and surrounding areas region.","Shepparton Council",charity,"755 King St",Shepparton,Shepparton,VIC,3630,(03) 6419 7474,info@sheppartoncouncil.org.au,https://www.sheppartoncouncil.gov.au,"indigenous_services",true,true,Data.ACT,active,-36.380028977188196,145.39337316046152
e023255f-afe6-4db1-bc1b-2cf5e7c1c974,"Shepparton Community Legal Centre 94","Professional sports recreation assistance available to young people in the Shepparton and surrounding areas region.","Shepparton Council",faith_based,"910 Bourke St",Shepparton,Shepparton,VIC,3630,(03) 4232 8913,contact@sheppartoncouncil.gov.au,https://www.sheppartoncouncil.gov.au,"sports_recreation, housing, suicide_prevention",true,false,NT Open Data,active,-36.37866542197835,145.40714519110028
4a00a9b8-bec6-4bb8-900b-e6524112f0a9,"Shepparton Youth Development Program","Dedicated work experience services designed for young people living in Shepparton and surrounding areas.","Shepparton Family Services",government,"948 Collins St",Shepparton,Shepparton,VIC,3630,(03) 4951 2028,support@sheppartonfamilyserv.org.au,https://www.sheppartonfamilyserv.gov.au,"work_experience, sports_recreation",true,false,Data.WA,active,-36.37882139127251,145.401474746591
b59dec45-8986-4aa4-9561-3e0059a2c2c5,"Shepparton Youth Health Clinic","Providing vocational education services to young people in Shepparton and surrounding areas.","Shepparton Council",non_profit,"853 Bourke St",Shepparton,Shepparton,VIC,3630,(03) 2701 1289,help@sheppartoncouncil.gov.au,https://www.sheppartoncouncil.com.au,"vocational_education, transitional_housing",true,false,Sydney Council,active,-36.37971247738273,145.3909545113073
cd500ba9-5175-416d-a042-676190020a11,"Gold Coast Emergency Relief Centre","Community-based homelessness program serving community members across Gold Coast and surrounding areas.","Gold Coast Neighbourhood Centre",hospital,"81 King St",Surfers Paradise,Gold Coast,QLD,4217,(07) 6132 4805,info@goldcoastneighbourho.org.au,https://www.goldcoastneighbourho.gov.au,"homelessness, parenting",false,false,Data.QLD,active,-28.019058200696133,153.40431453053907
bd74c868-f52c-41b5-b4c7-76b8caf07e58,"Gold Coast Employment Training Hub","Professional victim support assistance available to young people in the Gold Coast and surrounding areas region.","Gold Coast Community Centre",community,"398 King St",Surfers Paradise,Gold Coast,QLD,4217,(07) 8070 7392,help@goldcoastcommunityce.com.au,https://www.goldcoastcommunityce.gov.au,"victim_support, emergency_relief",true,false,Data.SA,active,-28.02315932720345,153.3906092183975
2a289cf9-9333-4a5b-b088-06c4aa2573ed,"Gold Coast Family Violence Service","Providing parenting services to young people in Gold Coast and surrounding areas.","Gold Coast Legal Aid",non_profit,"887 Church St",Surfers Paradise,Gold Coast,QLD,4217,(07) 2840 4084,contact@goldcoastlegalaid.gov.au,https://www.goldcoastlegalaid.gov.au,"parenting, sports_recreation, emergency_relief",true,false,Service Seeker,active,-28.013231780659147,153.40370174446255
23201f63-fccd-453e-8204-11de57d3b675,"Gold Coast Community Legal Centre","Community-based literacy program serving young people across Gold Coast and surrounding areas.","Gold Coast Aboriginal Corporation",indigenous,"744 Collins St",Surfers Paradise,Gold Coast,QLD,4217,(07) 2899 9133,help@goldcoastaboriginalc.gov.au,https://www.goldcoastaboriginalc.org.au,"literacy, mentoring, parenting",true,false,NT Open Data,active,-28.0203547609149,153.39560584782916
8cff6adb-decf-4fc7-9323-437865a02c12,"Gold Coast Youth Justice Support","Providing literacy services to young people in Gold Coast and surrounding areas.","Headspace Gold Coast",non_profit,"733 Main St",Surfers Paradise,Gold Coast,QLD,4217,(07) 6992 0810,help@headspacegoldcoast.com.au,https://www.headspacegoldcoast.gov.au,"literacy",true,false,Data.SA,active,-28.020418307206906,153.39080519414296
fa5f1e37-706b-46a8-a28f-849c1abd7c9a,"Gold Coast Youth Counselling Service","Community-based refugee services program serving young people across Gold Coast and surrounding areas.","Beyond Blue Gold Coast",indigenous,"395 Church St",Surfers Paradise,Gold Coast,QLD,4217,(07) 5720 7270,info@beyondbluegoldcoast.org.au,https://www.beyondbluegoldcoast.gov.au,"refugee_services",true,false,Service Seeker,active,-28.02439280198476,153.40502615151533
49856d95-b3a8-45e2-a790-a7f47f90cd0a,"Gold Coast Crisis Support Service","Providing family law services to community members in Gold Coast and surrounding areas.","Gold Coast Community Centre",charity,"31 Collins St",Surfers Paradise,Gold Coast,QLD,4217,(07) 3828 3144,contact@goldcoastcommunityce.org.au,https://www.goldcoastcommunityce.com.au,"family_law",false,false,Find & Connect,active,-28.02045442039628,153.40597159624338
86178542-10d5-43e7-91b5-dcf51ca41c99,"Gold Coast Community Mental Health","Providing training services to young people in Gold Coast and surrounding areas.","Headspace Gold Coast",community,"123 George St",Surfers Paradise,Gold Coast,QLD,4217,(07) 5288 5622,services@headspacegoldcoast.org.au,https://www.headspacegoldcoast.org.au,"training, homelessness",true,false,List Tasmania,active,-28.023427453446654,153.4050260569456
4c552f4c-17ce-43da-bae7-5b3072a38ff9,"Townsville Community Legal Centre","Community-based cultural support program serving young people across Townsville and surrounding areas.","Townsville Health Service",faith_based,"617 Collins St",Townsville City,Townsville,QLD,4810,(07) 1461 2739,info@townsvillehealthserv.com.au,https://www.townsvillehealthserv.gov.au,"cultural_support, court_support, psychology",true,false,Data.NSW,active,-19.251397989591403,146.81118491735373
93f72e84-71d5-4cb7-aea6-d9da2f83c18c,"Townsville Community Legal Centre 58","Community-based community development program serving young people across Townsville and surrounding areas.","Townsville Legal Aid",charity,"596 George St",Townsville City,Townsville,QLD,4810,(07) 3995 6302,info@townsvillelegalaid.gov.au,https://www.townsvillelegalaid.org.au,"community_development",true,false,Data.ACT,active,-19.249885907594752,146.82646141651495
80683240-4e7b-4fbe-8897-bb1dd21a5713,"Townsville Youth Justice Support","Community-based job placement program serving young people across Townsville and surrounding areas.","Townsville Aboriginal Corporation",university,"544 Church St",Townsville City,Townsville,QLD,4810,(07) 1261 1668,contact@townsvilleaboriginal.org.au,https://www.townsvilleaboriginal.gov.au,"job_placement",true,false,Australian Charities Register,active,-19.267311604446604,146.81865773903883
6afab360-83e5-48f6-ba28-a211e69f68ee,"Townsville Drug & Alcohol Support","Providing financial assistance services to young people in Townsville and surrounding areas.","Townsville Salvation Army",school,"899 Bourke St",Townsville City,Townsville,QLD,4810,(07) 2962 2133,contact@townsvillesalvationa.com.au,https://www.townsvillesalvationa.org.au,"financial_assistance, financial_counselling",true,true,Data.NSW,active,-19.25425340670129,146.82321911863494
d3638e97-aa03-443b-a588-cc669abde2c5,"Townsville Youth Housing Support","Dedicated arts culture services designed for young people living in Townsville and surrounding areas.","Townsville Aboriginal Corporation",non_profit,"241 Queen St",Townsville City,Townsville,QLD,4810,(07) 7947 0586,info@townsvilleaboriginal.gov.au,https://www.townsvilleaboriginal.org.au,"arts_culture, family_mediation, parenting",true,false,Brisbane Council,active,-19.25111159980907,146.81138042308257
86fa83cb-0018-4948-a39a-c89e8956833e,"Townsville Aboriginal Health Service","Community-based job placement program serving young people across Townsville and surrounding areas.","Townsville Community Centre",government,"713 Collins St",Townsville City,Townsville,QLD,4810,(07) 9669 3768,help@townsvillecommunityc.org.au,https://www.townsvillecommunityc.gov.au,"job_placement",true,true,Data.ACT,active,-19.26799173192718,146.82101104162297
66d8c3f8-3734-4d11-a589-3b5ec9322b70,"Townsville Youth Health Clinic","Community-based career guidance program serving young people across Townsville and surrounding areas.","Townsville Health Service",school,"26 Collins St",Townsville City,Townsville,QLD,4810,(07) 3589 5769,support@townsvillehealthserv.com.au,https://www.townsvillehealthserv.gov.au,"career_guidance",true,false,Data.QLD,active,-19.261492676536335,146.81450963622905
f878c72e-2112-4826-a3b7-ffd4e1ffeb87,"Townsville Youth Legal Service","Providing transport services to young people in Townsville and surrounding areas.","Townsville Health Service",commercial,"671 Queen St",Townsville City,Townsville,QLD,4810,(07) 1863 2554,support@townsvillehealthserv.gov.au,https://www.townsvillehealthserv.org.au,"transport, domestic_violence",true,true,List Tasmania,active,-19.254310813293024,146.81786338355062
468cdb9f-0b2c-4084-badf-b085eb14c835,"Cairns Youth Arts Program","Comprehensive sports recreation support for young people throughout Cairns and surrounding areas.","Cairns Salvation Army",non_profit,"305 Bourke St",Cairns City,Cairns,QLD,4870,(07) 7324 5505,help@cairnssalvationarmy.com.au,https://www.cairnssalvationarmy.gov.au,"sports_recreation, homelessness",true,false,Data.SA,active,-16.924863291610237,145.76965781725582
423fd801-969d-48d2-8e76-a4038378835e,"Cairns Youth Counselling Service","Providing crisis accommodation services to young people in Cairns and surrounding areas.","Lifeline Cairns",charity,"344 Church St",Cairns City,Cairns,QLD,4870,(07) 3824 5381,services@lifelinecairns.org.au,https://www.lifelinecairns.gov.au,"crisis_accommodation, job_placement, literacy",true,false,Service Seeker,active,-16.922700874863942,145.78468071816113
a5ea2580-aec6-41c5-86ad-b42a3ed0e474,"Cairns Youth Mentoring Program","Comprehensive arts culture support for young people throughout Cairns and surrounding areas.","Cairns Legal Aid",hospital,"694 King St",Cairns City,Cairns,QLD,4870,(07) 6238 1061,contact@cairnslegalaid.gov.au,https://www.cairnslegalaid.gov.au,"arts_culture",true,false,Service Seeker,active,-16.909719413816823,145.77442874414467
07fd1a6c-8e5a-4e91-9199-f45ae0556f24,"Cairns Crisis Support Service","Dedicated court support services designed for community members living in Cairns and surrounding areas.","Cairns Mission Australia",school,"789 Bourke St",Cairns City,Cairns,QLD,4870,(07) 1088 1205,info@cairnsmissionaustral.com.au,https://www.cairnsmissionaustral.gov.au,"court_support, homelessness, education_support",false,false,Data.WA,active,-16.90958780779659,145.76955787084626
b45e502f-ab4c-487a-8fed-9ecff8f4fcc1,"Cairns Crisis Support Service 2","Dedicated education support services designed for young people living in Cairns and surrounding areas.","Cairns Aboriginal Corporation",university,"222 Church St",Cairns City,Cairns,QLD,4870,(07) 3822 2529,help@cairnsaboriginalcorp.com.au,https://www.cairnsaboriginalcorp.gov.au,"education_support",true,false,Sydney Council,active,-16.917483393729768,145.77069104793085
2c001e64-8886-449c-82f2-9b9c3fdb29c2,"Cairns Employment Training Hub","Community-based employment program serving community members across Cairns and surrounding areas.","Cairns YMCA",university,"402 Bourke St",Cairns City,Cairns,QLD,4870,(07) 7216 6274,help@cairnsymca.com.au,https://www.cairnsymca.org.au,"employment",false,false,Perth Council,active,-16.92278435689664,145.7796638031129
e104ed36-e0ca-449b-8a1a-f7edc8a310fc,"Cairns Youth Counselling Service 42","Community-based counselling program serving young people across Cairns and surrounding areas.","Cairns Aboriginal Corporation",university,"882 Queen St",Cairns City,Cairns,QLD,4870,(07) 7435 2349,contact@cairnsaboriginalcorp.org.au,https://www.cairnsaboriginalcorp.gov.au,"counselling",true,false,Adelaide Council,active,-16.922044191411004,145.7740122635802
40e59c76-efb9-4f09-80b2-7373fec01ad4,"Cairns Youth Housing Support","Comprehensive sexual health support for young people throughout Cairns and surrounding areas.","Cairns Community Centre",government,"143 Queen St",Cairns City,Cairns,QLD,4870,(07) 6973 7015,support@cairnscommunitycentr.com.au,https://www.cairnscommunitycentr.gov.au,"sexual_health",true,false,Perth Council,active,-16.924378973879755,145.77682424645582
c0a7429b-35f9-4fa1-990e-fac7599431ce,"Toowoomba Drug & Alcohol Support","Dedicated volunteer programs services designed for young people living in Toowoomba and surrounding areas.","Lifeline Toowoomba",hospital,"448 Collins St",Toowoomba City,Toowoomba,QLD,4350,(07) 5979 1854,help@lifelinetoowoomba.com.au,https://www.lifelinetoowoomba.com.au,"volunteer_programs, employment",true,false,Find & Connect,active,-27.56716813297701,151.94655040380957
7672df89-d92b-46ee-99ec-5a120582f8cf,"Toowoomba Educational Support Centre","Professional crisis support assistance available to community members in the Toowoomba and surrounding areas region.","Toowoomba YMCA",charity,"710 Queen St",Toowoomba City,Toowoomba,QLD,4350,(07) 2495 4193,contact@toowoombaymca.org.au,https://www.toowoombaymca.com.au,"crisis_support",false,true,Find & Connect,active,-27.567842863226673,151.94106883333006
03f32b19-6b4a-4a6b-90b7-dc99665f9477,"Toowoomba Community Mental Health","Community-based multicultural program serving community members across Toowoomba and surrounding areas.","Toowoomba Aboriginal Corporation",faith_based,"128 King St",Toowoomba City,Toowoomba,QLD,4350,(07) 8521 2989,support@toowoombaaboriginalc.org.au,https://www.toowoombaaboriginalc.org.au,"multicultural, centrelink, crisis_support",false,false,Ask Izzy,active,-27.566127155419984,151.95089081679524
9093d2d9-8595-4117-a911-70e3c76a3f40,"Toowoomba Community Mental Health 90","Providing crisis support services to young people in Toowoomba and surrounding areas.","Toowoomba Health Service",faith_based,"695 King St",Toowoomba City,Toowoomba,QLD,4350,(07) 1931 9949,contact@toowoombahealthservi.com.au,https://www.toowoombahealthservi.com.au,"crisis_support",true,true,Data.SA,active,-27.564903844606018,151.95773624822115
a7bfc0d7-31bb-45b8-8aaf-6b25cba23725,"Toowoomba Indigenous Youth Centre","Professional parenting assistance available to young people in the Toowoomba and surrounding areas region.","Toowoomba Youth Services",non_profit,"441 High St",Toowoomba City,Toowoomba,QLD,4350,(07) 4514 5280,info@toowoombayouthservic.com.au,https://www.toowoombayouthservic.org.au,"parenting, indigenous_services, literacy",true,true,Sydney Council,active,-27.56214229082839,151.95787317767468
872b9c7b-c4b1-48a3-b6fd-f06980c6d871,"Toowoomba Youth Health Clinic","Dedicated mental health services designed for young people living in Toowoomba and surrounding areas.","Toowoomba Salvation Army",university,"282 Bourke St",Toowoomba City,Toowoomba,QLD,4350,(07) 5308 8567,support@toowoombasalvationar.com.au,https://www.toowoombasalvationar.gov.au,"mental_health, health_services, family_mediation",true,false,Data.SA,active,-27.56149886470226,151.957627928633
